Date,Open,High,Low,Close,Volume,Adj Close
2004-05-26,48.779999,48.990002,47.91,48.599998,262500,48.538343
2004-05-27,48.900002,49.150002,48.5,49.119999,504700,49.057684
2004-05-28,49.0,49.099998,48.549999,48.75,189700,48.688155
2004-06-01,48.950001,48.950001,48.25,48.549999,333900,48.488407
2004-06-02,48.799999,48.900002,48.349998,48.59,589000,48.528358
2004-06-03,48.439999,48.700001,48.009998,48.009998,268400,47.949092
2004-06-04,48.259998,48.799999,48.220001,48.599998,760600,48.538343
2004-06-07,48.849998,50.34,48.799999,50.209999,1049700,50.146301
2004-06-08,50.209999,50.599998,49.68,50.43,603200,50.366024
2004-06-09,50.43,50.919998,50.23,50.810001,663000,50.745543
2004-06-10,50.709999,51.099998,50.68,50.91,451300,50.845414
2004-06-14,50.75,50.75,49.950001,50.080002,624600,50.016469
2004-06-15,50.16,50.700001,50.0,50.040001,576700,49.976519
2004-06-16,50.0,50.549999,49.759998,50.299999,233000,50.236187
2004-06-17,50.400002,50.400002,49.459999,49.830002,286400,49.766786
2004-06-18,49.950001,51.119999,49.849998,50.900002,296300,50.835428
2004-06-21,50.889999,50.990002,50.09,50.18,343900,50.116341
2004-06-22,50.150002,50.830002,49.970001,50.830002,304800,50.765518
2004-06-23,50.720001,50.91,50.27,50.91,308400,50.845414
2004-06-24,50.950001,51.150002,50.470001,50.5,261600,50.435934
2004-06-25,50.5,51.110001,50.400002,50.849998,644200,50.785489
2004-06-28,50.849998,50.900002,50.25,50.5,309800,50.435934
2004-06-29,50.349998,50.73,50.279999,50.52,383500,50.45591
2004-06-30,50.580002,50.919998,50.310001,50.369999,343000,50.306098
2004-07-01,50.400002,50.669998,49.740002,49.869999,208800,49.806733
2004-07-02,49.880001,50.0,49.560001,49.619999,193300,49.55705
2004-07-06,49.150002,49.23,48.32,48.380001,483600,48.318625
2004-07-07,48.380001,48.380001,46.5,47.169998,1285500,47.110157
2004-07-08,47.099998,47.32,46.669998,47.150002,1077400,47.090186
2004-07-09,47.150002,47.450001,47.119999,47.279999,279400,47.220018
2004-07-12,47.25,47.25,46.59,47.139999,284900,47.080196
2004-07-13,47.049999,47.48,47.0,47.240002,351200,47.180072
2004-07-14,47.139999,47.84,46.900002,47.099998,230700,47.040246
2004-07-15,47.200001,47.419998,46.59,46.669998,270200,46.610791
2004-07-16,46.790001,46.970001,46.099998,46.110001,287800,46.051504
2004-07-19,46.110001,46.279999,45.290001,45.57,362800,45.512188
2004-07-20,45.580002,46.759998,45.330002,46.759998,298000,46.700677
2004-07-21,46.66,47.0,45.400002,45.400002,318700,45.342406
2004-07-22,45.41,45.700001,44.380001,45.369999,528200,45.312441
2004-07-23,45.380001,45.639999,45.02,45.380001,236200,45.322431
2004-07-26,45.5,45.57,44.119999,44.700001,371700,44.643293
2004-07-27,44.799999,45.48,44.5,45.27,456600,45.21257
2004-07-28,45.400002,46.240002,45.049999,45.810001,849700,45.751886
2004-07-29,45.919998,46.130001,45.040001,45.619999,794900,45.562124
2004-07-30,45.630001,45.919998,44.950001,45.91,421500,45.851757
2004-08-02,45.75,46.16,45.5,45.970001,306700,45.911683
2004-08-03,45.98,46.049999,45.310001,45.41,334900,45.352392
2004-08-04,45.299999,45.900002,45.009998,45.849998,986800,45.791832
2004-08-05,45.959999,46.0,45.0,45.009998,2828100,44.952898
2004-08-06,44.799999,44.849998,43.790001,43.98,444400,43.924205
2004-08-09,44.110001,44.23,43.200001,43.349998,602100,43.295004
2004-08-10,43.459999,44.130001,43.459999,44.130001,585300,44.074017
2004-08-11,43.900002,44.380001,43.349998,44.049999,240000,43.994116
2004-08-12,43.799999,44.099998,43.549999,43.619999,337800,43.564661
2004-08-13,43.84,44.25,43.77,43.950001,256900,43.894245
2004-08-16,43.950001,45.240002,43.849998,45.200001,337900,45.142659
2004-08-17,45.200001,46.0,45.200001,45.75,384600,45.69196
2004-08-18,45.549999,45.950001,45.18,45.830002,520100,45.771861
2004-08-19,45.830002,46.009998,45.459999,45.779999,261300,45.721921
2004-08-20,45.900002,46.990002,45.700001,46.860001,367800,46.800553
2004-08-23,46.959999,47.279999,46.52,46.860001,253400,46.800553
2004-08-24,46.93,47.349998,46.900002,47.220001,169600,47.160097
2004-08-25,47.150002,48.299999,47.0,48.23,324100,48.168814
2004-08-26,48.23,48.900002,48.049999,48.810001,364300,48.74808
2004-08-27,48.700001,49.130001,48.470001,48.869999,297600,48.808001
2004-08-30,48.869999,48.869999,48.299999,48.560001,247700,48.498397
2004-08-31,48.5,49.07,48.400002,49.049999,195500,48.987773
2004-09-01,49.0,49.720001,48.580002,48.860001,334000,48.798016
2004-09-02,48.959999,49.799999,48.709999,49.799999,179800,49.736822
2004-09-03,49.580002,50.0,49.07,49.130001,216500,49.067674
2004-09-07,48.990002,50.119999,48.959999,50.02,305500,49.956544
2004-09-08,50.150002,50.23,49.849998,50.110001,532700,50.04643
2004-09-09,50.150002,50.240002,49.400002,50.009998,369400,49.946554
2004-09-10,50.049999,51.880001,49.650002,51.880001,565500,51.814185
2004-09-13,51.880001,52.25,51.580002,51.740002,488700,51.674363
2004-09-14,51.740002,52.200001,51.599998,51.959999,266100,51.894081
2004-09-15,51.970001,52.68,51.509998,52.310001,298500,52.24364
2004-09-16,52.560001,54.220001,52.540001,53.990002,827400,53.921509
2004-09-17,54.400002,54.400002,53.310001,53.380001,360300,53.312282
2004-09-20,53.279999,53.450001,52.959999,53.220001,284600,53.152485
2004-09-21,53.470001,54.470001,53.400002,54.400002,357200,54.330988
2004-09-22,54.41,54.41,53.349998,53.41,235400,53.342243
2004-09-23,53.5,54.0,53.049999,53.779999,457100,53.711772
2004-09-24,53.580002,54.18,53.450001,53.880001,336300,53.811648
2004-09-27,53.68,53.709999,53.049999,53.049999,300000,52.982699
2004-09-28,53.049999,53.25,52.700001,53.139999,270500,53.072585
2004-09-29,53.200001,53.889999,53.150002,53.75,231000,53.681811
2004-09-30,53.599998,53.939999,53.349998,53.540001,512600,53.472079
2004-10-01,53.700001,54.18,53.639999,53.990002,577500,53.921509
2004-10-04,54.150002,54.580002,54.150002,54.389999,241500,54.320999
2004-10-05,54.490002,54.599998,54.130001,54.32,211300,54.251088
2004-10-06,54.330002,55.110001,54.200001,55.09,280600,55.020112
2004-10-07,55.0,55.080002,54.700001,54.900002,173900,54.830354
2004-10-08,54.889999,55.07,54.380001,54.5,318600,54.43086
2004-10-11,54.5,54.700001,54.23,54.299999,174600,54.231113
2004-10-12,54.099998,54.669998,53.57,54.200001,513100,54.131241
2004-10-13,54.240002,54.389999,53.900002,54.200001,1385400,54.131241
2004-10-14,54.200001,55.639999,54.110001,55.119999,1155000,55.050072
2004-10-15,55.119999,55.959999,55.119999,55.93,660500,55.859046
2004-10-18,55.73,55.73,54.900002,55.150002,417100,55.080037
2004-10-19,55.400002,55.880001,54.799999,54.810001,624900,54.740468
2004-10-20,54.68,55.34,54.549999,55.0,697600,54.930226
2004-10-21,55.049999,55.580002,54.950001,55.18,435700,55.109998
2004-10-22,55.080002,55.869999,55.029999,55.040001,174300,54.970176
2004-10-25,54.799999,55.009998,53.5,53.849998,1275900,53.781683
2004-10-26,53.75,55.189999,53.75,54.849998,777600,54.780414
2004-10-27,54.849998,55.27,54.150002,55.259998,1097100,55.189894
2004-10-28,55.259998,55.580002,54.919998,55.299999,383400,55.229844
2004-10-29,55.400002,56.049999,55.220001,55.84,420000,55.76916
2004-11-01,55.59,56.400002,55.52,56.09,473700,56.018843
2004-11-02,56.09,57.349998,56.09,56.709999,508600,56.638055
2004-11-03,57.25,57.900002,56.889999,57.099998,776100,57.02756
2004-11-04,57.099998,57.68,56.860001,57.419998,548100,57.347154
2004-11-05,57.599998,58.380001,57.57,58.349998,516800,58.275974
2004-11-08,58.349998,59.0,58.299999,58.529999,633300,58.455746
2004-11-09,58.650002,60.029999,58.599998,59.52,497800,59.444492
2004-11-10,59.470001,60.200001,59.049999,59.610001,434400,59.534378
2004-11-11,59.639999,60.580002,59.639999,60.25,271000,60.173565
2004-11-12,60.150002,60.16,59.709999,59.790001,411300,59.71415
2004-11-15,58.700001,59.529999,58.66,59.310001,469000,59.234759
2004-11-16,59.299999,59.330002,58.619999,58.720001,321500,58.645508
2004-11-17,58.849998,60.049999,58.849998,59.52,526400,59.444492
2004-11-18,59.560001,59.650002,59.200001,59.25,257700,59.174834
2004-11-19,59.200001,59.259998,58.060001,58.32,597300,58.246013
2004-11-22,58.119999,60.099998,58.099998,59.57,1067200,59.494428
2004-11-23,59.57,60.75,59.5,60.650002,1012600,60.573059
2004-11-24,60.689999,61.650002,60.689999,61.509998,379100,61.431965
2004-11-26,61.689999,61.950001,61.599998,61.810001,116000,61.731588
2004-11-29,63.200001,63.57,62.349998,62.709999,811300,62.630444
2004-11-30,62.709999,63.630001,62.599998,63.380001,648800,63.299596
2004-12-01,63.349998,64.599998,63.27,64.440002,1481300,64.358252
2004-12-02,64.599998,64.830002,64.32,64.5,321600,64.418174
2004-12-03,64.510002,64.959999,64.139999,64.25,640900,64.168491
2004-12-06,63.900002,64.339996,63.84,64.0,239200,63.918808
2004-12-07,64.0,64.419998,63.349998,63.389999,229000,63.309581
2004-12-08,63.439999,63.869999,63.360001,63.830002,215800,63.749025
2004-12-09,63.759998,64.150002,63.490002,64.0,255200,63.918808
2004-12-10,63.950001,65.800003,63.91,65.339996,361300,65.257104
2004-12-13,65.5,65.849998,65.5,65.580002,428900,65.496805
2004-12-14,65.25,66.839996,65.190002,66.669998,504900,66.585419
2004-12-15,66.5,66.849998,66.029999,66.5,1196300,66.415636
2004-12-16,66.349998,66.669998,66.239998,66.449997,413400,66.365697
2004-12-17,66.449997,66.489998,65.550003,65.550003,550600,65.466845
2004-12-20,65.75,66.25,65.489998,65.660004,178700,65.576706
2004-12-21,65.800003,66.300003,65.550003,66.260002,343800,66.175943
2004-12-22,67.300003,67.639999,66.599998,67.400002,300700,67.314496
2004-12-23,67.349998,67.349998,66.760002,66.919998,143300,66.835102
2004-12-27,67.0,67.059998,65.959999,66.099998,122400,66.016142
2004-12-28,66.110001,66.82,66.110001,66.82,133200,66.73523
2004-12-29,66.82,67.18,66.620003,67.129997,175200,67.044834
2004-12-30,67.379997,67.720001,67.349998,67.610001,247400,67.524229
2004-12-31,67.860001,67.919998,67.660004,67.739998,290600,67.654061
2005-01-03,67.400002,68.089996,66.709999,66.860001,508200,66.77518
2005-01-04,66.860001,67.080002,65.25,65.790001,631900,65.706538
2005-01-05,65.75,65.75,64.220001,64.25,482500,64.168491
2005-01-06,64.260002,64.75,64.239998,64.449997,370600,64.368234
2005-01-07,64.599998,64.919998,64.279999,64.370003,369400,64.288341
2005-01-10,64.300003,64.769997,64.0,64.269997,341000,64.188462
2005-01-11,64.269997,64.400002,63.689999,63.75,310600,63.669125
2005-01-12,63.549999,63.669998,62.560001,63.099998,505800,63.019948
2005-01-13,63.099998,63.259998,62.52,62.639999,282800,62.560533
2005-01-14,62.700001,63.040001,62.59,62.91,278200,62.830191
2005-01-18,62.810001,62.919998,62.389999,62.560001,511200,62.480636
2005-01-19,62.75,62.919998,62.0,62.169998,712400,62.091128
2005-01-20,62.02,62.02,60.900002,61.549999,1263900,61.471915
2005-01-21,61.549999,61.689999,60.73,60.84,358000,60.762817
2005-01-24,60.939999,61.360001,60.25,60.34,302200,60.263451
2005-01-25,60.330002,60.970001,60.290001,60.700001,436100,60.622995
2005-01-26,61.299999,62.400002,60.849998,62.310001,1010600,62.230953
2005-01-27,63.049999,63.77,62.630001,63.310001,545000,63.229685
2005-01-28,62.75,63.799999,62.040001,62.560001,579000,62.480636
2005-01-31,63.049999,63.720001,63.049999,63.41,362300,63.329556
2005-02-01,63.419998,64.519997,63.18,64.239998,430400,64.158501
2005-02-02,64.099998,64.599998,63.919998,64.160004,330300,64.078609
2005-02-03,64.199997,64.25,63.540001,63.759998,385500,63.679111
2005-02-04,63.900002,64.690002,63.75,64.599998,310800,64.518045
2005-02-07,64.349998,64.709999,63.939999,64.0,404000,63.918808
2005-02-08,64.150002,64.550003,64.050003,64.5,232000,64.418174
2005-02-09,64.75,64.93,64.18,64.25,272800,64.168491
2005-02-10,64.25,64.720001,64.25,64.650002,190500,64.567985
2005-02-11,64.599998,65.839996,64.339996,65.769997,197000,65.686559
2005-02-14,65.599998,65.900002,65.279999,65.419998,450500,65.337005
2005-02-15,65.449997,65.879997,65.120003,65.459999,181200,65.376955
2005-02-16,65.459999,65.459999,65.0,65.209999,176100,65.127272
2005-02-17,65.300003,65.709999,65.260002,65.330002,365400,65.247123
2005-02-18,65.339996,65.529999,64.470001,64.849998,319300,64.767728
2005-02-22,64.75,65.349998,63.619999,63.689999,1282100,63.6092
2005-02-23,64.199997,64.199997,63.720001,63.860001,844000,63.778986
2005-02-24,63.869999,63.869999,63.299999,63.599998,439800,63.519314
2005-02-25,63.150002,64.25,63.150002,64.169998,376000,64.08859
2005-02-28,64.199997,65.0,64.0,64.760002,596100,64.677846
2005-03-01,64.800003,66.150002,64.769997,66.019997,402000,65.936242
2005-03-02,65.949997,66.25,65.599998,65.68,301600,65.596677
2005-03-03,65.699997,65.900002,64.650002,65.349998,239400,65.267094
2005-03-04,65.550003,66.629997,65.5,66.18,294300,66.096043
2005-03-07,66.18,66.360001,65.639999,65.940002,186200,65.856349
2005-03-08,65.849998,66.220001,65.779999,65.860001,182100,65.776449
2005-03-09,65.860001,65.900002,65.370003,65.440002,263000,65.356984
2005-03-10,65.489998,65.650002,65.019997,65.5,129500,65.416905
2005-03-11,65.629997,65.650002,64.449997,64.550003,357400,64.468113
2005-03-14,64.550003,64.75,64.459999,64.650002,341000,64.567985
2005-03-15,64.900002,65.68,64.5,65.0,437900,64.917539
2005-03-16,64.849998,64.849998,64.370003,64.650002,241200,64.567985
2005-03-17,64.660004,64.889999,64.099998,64.57,191900,64.488085
2005-03-18,64.68,64.699997,64.07,64.309998,226800,64.228412
2005-03-21,64.199997,64.300003,63.029999,63.25,277500,63.169759
2005-03-22,63.049999,63.220001,62.200001,62.259998,410600,62.181014
2005-03-23,61.950001,61.98,61.209999,61.619999,312600,61.541826
2005-03-24,61.5,62.66,61.5,61.849998,205700,61.771534
2005-03-28,61.900002,62.049999,60.900002,61.150002,608700,61.072425
2005-03-29,61.150002,61.16,59.82,59.82,621100,59.744111
2005-03-30,60.07,60.939999,60.0,60.939999,729700,60.862689
2005-03-31,60.830002,62.110001,60.77,62.029999,443200,61.951306
2005-04-01,62.279999,62.950001,61.25,61.59,442800,61.511866
2005-04-04,61.59,63.009998,61.200001,62.77,380800,62.690369
2005-04-05,62.77,63.139999,62.5,62.630001,592600,62.550547
2005-04-06,62.630001,62.630001,61.610001,61.700001,747600,61.621727
2005-04-07,61.709999,61.919998,61.380001,61.75,462800,61.671662
2005-04-08,61.759998,61.77,61.189999,61.360001,363200,61.282158
2005-04-11,61.400002,61.459999,60.240002,60.41,496800,60.333362
2005-04-12,60.299999,60.400002,58.709999,60.099998,872600,60.023754
2005-04-13,60.25,60.25,58.0,58.310001,1068900,58.236028
2005-04-14,58.650002,59.049999,58.25,58.439999,872000,58.36586
2005-04-15,58.299999,58.490002,57.080002,57.080002,458000,57.007589
2005-04-18,57.220001,58.419998,57.220001,58.169998,521200,58.096202
2005-04-19,60.349998,61.700001,59.200001,59.470001,1100500,59.394556
2005-04-20,59.5,59.599998,58.669998,58.689999,638900,58.615543
2005-04-21,58.939999,60.119999,58.52,60.029999,551900,59.953843
2005-04-22,61.200001,62.009998,60.84,61.080002,854200,61.002514
2005-04-25,61.330002,62.990002,61.200001,62.549999,659700,62.470647
2005-04-26,61.75,63.049999,61.75,62.25,575200,62.171028
2005-04-27,62.25,62.82,61.130001,62.450001,471900,62.370775
2005-04-28,62.459999,62.459999,61.700001,61.700001,367800,61.621727
2005-04-29,61.950001,62.580002,61.709999,62.529999,498900,62.450672
2005-05-02,62.68,62.75,62.099998,62.540001,388700,62.460661
2005-05-03,62.650002,62.950001,61.619999,62.0,450600,61.921345
2005-05-04,62.200001,64.220001,62.200001,64.190002,934000,64.108569
2005-05-05,64.099998,64.169998,62.900002,63.599998,423800,63.519314
2005-05-06,63.75,63.779999,62.830002,62.959999,424800,62.880126
2005-05-09,62.959999,63.450001,62.700001,63.400002,393100,63.319571
2005-05-10,63.25,63.25,62.549999,62.810001,407900,62.730319
2005-05-11,62.91,63.02,62.400002,62.810001,804900,62.730319
2005-05-12,62.810001,63.41,61.790001,61.84,703800,61.761548
2005-05-13,61.970001,62.0,61.049999,61.560001,381800,61.481905
2005-05-16,61.5,63.299999,61.459999,63.299999,337300,63.219695
2005-05-17,63.049999,63.259998,61.959999,63.189999,496400,63.109834
2005-05-18,63.400002,65.050003,63.400002,64.900002,597100,64.817668
2005-05-19,64.800003,65.25,64.5,64.959999,987900,64.877589
2005-05-20,64.889999,65.089996,64.339996,64.949997,124700,64.8676
2005-05-23,64.849998,65.379997,64.690002,65.25,417800,65.167222
2005-05-24,65.25,66.099998,64.849998,65.989998,398100,65.906281
2005-05-25,66.0,66.029999,65.25,65.449997,326500,65.366965
2005-05-26,65.449997,66.339996,65.449997,66.160004,775800,66.076071
2005-05-27,66.300003,66.400002,66.050003,66.25,175700,66.165954
2005-05-31,66.239998,66.949997,65.949997,66.699997,138500,66.61538
2005-06-01,66.449997,67.480003,66.400002,67.080002,329200,66.994902
2005-06-02,66.970001,67.330002,66.699997,67.290001,253700,67.204635
2005-06-03,67.300003,67.68,66.93,67.160004,274200,67.074803
2005-06-06,67.169998,67.620003,66.970001,67.599998,259300,67.514239
2005-06-07,67.699997,68.0,67.120003,67.209999,216500,67.124735
2005-06-08,67.209999,67.400002,66.370003,66.400002,203300,66.315765
2005-06-09,66.480003,67.57,66.139999,67.25,305800,67.164685
2005-06-10,67.199997,67.449997,67.050003,67.18,149200,67.094774
2005-06-13,67.199997,67.5,66.839996,66.980003,213100,66.895031
2005-06-14,66.980003,67.330002,66.699997,67.029999,158200,66.944963
2005-06-15,67.199997,67.220001,66.389999,66.620003,264300,66.535487
2005-06-16,66.629997,66.93,66.389999,66.900002,201600,66.81513
2005-06-17,66.900002,67.199997,66.349998,67.199997,247800,67.114745
2005-06-20,67.099998,67.099998,66.150002,66.449997,268100,66.365697
2005-06-21,66.400002,66.75,65.599998,65.720001,381400,65.636627
2005-06-22,65.800003,66.199997,65.449997,65.870003,264900,65.786438
2005-06-23,65.949997,65.949997,64.849998,64.900002,601500,64.817668
2005-06-24,64.900002,67.5,64.879997,67.449997,1326000,67.364428
2005-06-27,67.150002,67.449997,66.959999,67.300003,522300,67.214625
2005-06-28,67.300003,69.080002,67.300003,69.080002,624400,68.992365
2005-06-29,68.949997,69.190002,68.480003,69.010002,341900,68.922454
2005-06-30,69.25,69.300003,68.32,68.330002,324800,68.243317
2005-07-01,68.400002,69.419998,68.400002,69.419998,345100,69.33193
2005-07-05,69.199997,69.989998,69.18,69.949997,395100,69.861257
2005-07-06,70.0,70.089996,69.43,69.610001,434900,69.521692
2005-07-07,68.5,70.190002,68.449997,70.089996,411600,70.001078
2005-07-08,70.0,70.790001,69.550003,70.400002,652900,70.31069
2005-07-11,70.599998,71.900002,70.599998,71.75,389600,71.658976
2005-07-12,71.779999,72.389999,71.5,72.209999,300900,72.118392
2005-07-13,72.0,72.279999,71.599998,71.989998,301100,71.89867
2005-07-14,72.239998,73.0,72.239998,72.629997,432600,72.537857
2005-07-15,72.379997,73.25,71.709999,71.949997,494000,71.858719
2005-07-18,71.900002,72.059998,71.43,71.889999,502800,71.798798
2005-07-19,72.0,72.650002,71.989998,72.599998,592100,72.507896
2005-07-20,72.400002,73.699997,72.120003,73.559998,453100,73.466677
2005-07-21,73.400002,73.5,72.68,72.889999,741700,72.797529
2005-07-22,72.919998,72.919998,71.68,72.32,717800,72.228253
2005-07-25,72.400002,72.599998,71.400002,71.889999,519400,71.798798
2005-07-26,71.75,71.910004,71.339996,71.75,229400,71.658976
2005-07-27,71.599998,71.900002,70.43,71.150002,1209100,71.059739
2005-07-28,71.239998,71.860001,71.0,71.550003,455200,71.459233
2005-07-29,71.410004,71.629997,71.110001,71.300003,206900,71.20955
2005-08-01,71.449997,72.25,71.32,72.120003,275200,72.028509
2005-08-02,72.120003,72.949997,72.0,72.709999,772300,72.617757
2005-08-03,72.510002,72.599998,72.199997,72.370003,303000,72.278192
2005-08-04,72.379997,72.440002,71.760002,71.760002,300600,71.668966
2005-08-05,71.760002,71.769997,70.660004,71.0,287600,70.909928
2005-08-08,71.029999,71.68,70.150002,70.190002,563200,70.100958
2005-08-09,70.349998,71.230003,70.349998,71.209999,604600,71.11966
2005-08-10,71.459999,72.339996,71.459999,71.550003,335900,71.459233
2005-08-11,71.5,72.220001,71.309998,72.190002,183200,72.09842
2005-08-12,72.18,72.18,71.660004,71.970001,79200,71.878698
2005-08-15,72.0,72.470001,71.550003,72.290001,186600,72.198292
2005-08-16,72.269997,72.279999,70.800003,70.949997,413000,70.859988
2005-08-17,70.980003,71.779999,70.709999,71.529999,279700,71.439254
2005-08-18,71.400002,71.400002,70.43,70.629997,216200,70.540394
2005-08-19,70.599998,70.949997,70.459999,70.870003,86400,70.780095
2005-08-22,71.0,71.589996,70.900002,71.25,135400,71.15961
2005-08-23,71.099998,72.019997,71.099998,71.809998,147800,71.718898
2005-08-24,71.949997,72.269997,71.360001,71.620003,257700,71.529144
2005-08-25,71.629997,72.360001,71.389999,72.07,269700,71.97857
2005-08-26,71.900002,72.0,71.230003,71.82,214900,71.728887
2005-08-29,71.830002,72.0,71.470001,72.0,219300,71.908659
2005-08-30,72.0,72.010002,71.269997,72.010002,234300,71.918648
2005-08-31,71.849998,72.610001,71.830002,72.610001,269800,72.517886
2005-09-01,72.949997,73.760002,72.5,73.550003,299200,73.456696
2005-09-02,73.589996,73.800003,73.099998,73.5,194700,73.406756
2005-09-06,73.75,74.839996,73.510002,74.580002,243900,74.485388
2005-09-07,74.43,74.43,72.010002,73.970001,3303000,73.876161
2005-09-08,73.599998,73.610001,73.010002,73.099998,1051900,73.007262
2005-09-09,73.150002,73.269997,72.919998,73.150002,198200,73.057202
2005-09-12,73.150002,73.519997,72.949997,73.309998,205800,73.216995
2005-09-13,73.18,73.230003,72.730003,72.93,421000,72.837479
2005-09-14,73.050003,73.269997,72.349998,72.559998,145800,72.467946
2005-09-15,72.540001,72.669998,71.910004,72.599998,190600,72.507896
2005-09-16,72.599998,73.970001,72.470001,73.769997,197600,73.67641
2005-09-19,73.650002,73.849998,73.050003,73.57,177900,73.476667
2005-09-20,73.699997,74.400002,73.419998,73.470001,194300,73.376795
2005-09-21,73.349998,73.349998,71.839996,71.839996,200100,71.748858
2005-09-22,72.0,72.050003,70.779999,71.910004,313400,71.818777
2005-09-23,71.669998,72.25,71.160004,72.0,109900,71.908659
2005-09-26,72.0,72.0,71.010002,71.43,405800,71.339382
2005-09-27,71.0,71.330002,70.970001,71.169998,324200,71.07971
2005-09-28,71.349998,72.080002,71.0,71.040001,211800,70.949878
2005-09-29,71.029999,71.5,70.019997,71.25,299000,71.15961
2005-09-30,71.0,72.800003,71.0,72.419998,360500,72.328124
2005-10-03,72.25,73.089996,72.25,72.900002,304000,72.807519
2005-10-04,73.150002,73.199997,71.699997,71.699997,417100,71.609037
2005-10-05,71.709999,72.910004,71.540001,72.190002,390800,72.09842
2005-10-06,72.18,72.449997,70.93,71.269997,379000,71.179582
2005-10-07,71.5,72.199997,71.5,71.900002,162500,71.808787
2005-10-10,71.949997,72.5,71.419998,71.449997,253700,71.359354
2005-10-11,71.699997,72.400002,70.459999,70.580002,926000,70.490462
2005-10-12,70.379997,70.919998,68.980003,69.110001,463700,69.022326
2005-10-13,69.099998,70.25,68.599998,70.040001,415200,69.951146
2005-10-14,70.230003,71.529999,70.230003,71.5,383600,71.409293
2005-10-17,72.25,72.349998,71.419998,71.75,252900,71.658976
2005-10-18,71.949997,72.480003,71.449997,71.529999,297300,71.439254
2005-10-19,71.330002,73.269997,70.949997,73.0,330200,72.90739
2005-10-20,73.0,73.599998,72.099998,72.599998,346000,72.507896
2005-10-21,73.169998,73.699997,72.949997,73.410004,226300,73.316874
2005-10-24,73.519997,74.400002,72.699997,74.389999,3668400,74.295626
2005-10-25,74.5,75.160004,72.900002,73.709999,1078500,73.616489
2005-10-26,73.519997,74.300003,73.019997,73.949997,257400,73.856182
2005-10-27,73.949997,74.629997,73.760002,73.989998,368200,73.896132
2005-10-28,74.400002,75.0,73.419998,75.0,323500,74.904853
2005-10-31,75.18,77.25,75.150002,76.75,754000,76.652633
2005-11-01,77.0,78.099998,76.879997,77.510002,350800,77.411671
2005-11-02,77.519997,78.480003,77.510002,78.110001,292200,78.010908
2005-11-03,78.300003,78.300003,75.410004,76.669998,526900,76.572733
2005-11-04,76.699997,77.379997,75.699997,77.379997,732600,77.281831
2005-11-07,77.379997,78.199997,77.379997,77.919998,269300,77.821147
2005-11-08,78.110001,78.599998,77.870003,78.43,311500,78.330502
2005-11-09,78.57,79.540001,78.160004,79.129997,285800,79.029611
2005-11-10,79.199997,79.690002,78.559998,79.580002,312900,79.479045
2005-11-11,79.650002,80.150002,79.160004,80.150002,140800,80.048321
2005-11-14,80.0,80.440002,79.660004,80.25,344800,80.148193
2005-11-15,80.25,80.669998,78.529999,79.089996,372400,78.989661
2005-11-16,79.199997,79.279999,78.300003,78.949997,119800,78.849839
2005-11-17,79.349998,80.470001,79.190002,80.470001,365500,80.367915
2005-11-18,80.470001,81.230003,80.160004,81.029999,355000,80.927202
2005-11-21,81.279999,81.470001,80.629997,81.300003,196500,81.196864
2005-11-22,81.150002,82.760002,81.0,82.029999,266400,81.925933
2005-11-23,82.029999,83.199997,81.980003,82.489998,281900,82.385349
2005-11-25,82.300003,82.949997,81.940002,82.760002,71800,82.655011
2005-11-28,82.82,82.900002,80.82,80.910004,408100,80.807359
2005-11-29,81.160004,81.5,79.980003,80.669998,234800,80.567658
2005-11-30,80.559998,81.120003,78.220001,78.839996,837100,78.739978
2005-12-01,79.470001,80.220001,78.550003,79.339996,485600,79.239344
2005-12-02,79.25,80.309998,78.989998,80.190002,290500,80.088271
2005-12-05,79.860001,80.099998,79.120003,79.959999,167900,79.85856
2005-12-06,80.209999,81.230003,79.699997,79.879997,316200,79.778659
2005-12-07,79.779999,80.32,79.349998,80.309998,379900,80.208114
2005-12-08,80.459999,81.410004,80.199997,80.709999,451200,80.607608
2005-12-09,80.610001,81.580002,80.279999,81.279999,202400,81.176885
2005-12-12,81.309998,81.82,81.209999,81.699997,387600,81.59635
2005-12-13,81.699997,82.330002,80.849998,81.849998,188800,81.746161
2005-12-14,81.860001,82.110001,80.949997,81.830002,226200,81.72619
2005-12-15,81.839996,81.839996,80.57,81.43,363800,81.326696
2005-12-16,81.620003,81.709999,80.650002,80.699997,531500,80.597619
2005-12-19,80.690002,80.830002,79.480003,79.82,310800,79.718738
2005-12-20,79.82,79.949997,79.550003,79.699997,684900,79.598888
2005-12-21,80.139999,80.279999,79.669998,80.169998,256600,80.068292
2005-12-22,79.879997,80.32,79.709999,79.860001,206500,79.758688
2005-12-23,80.0,80.900002,79.849998,80.629997,131100,80.527708
2005-12-27,80.879997,81.25,79.959999,80.010002,155300,79.908499
2005-12-28,80.150002,80.550003,79.82,80.349998,167700,80.248064
2005-12-29,80.459999,81.910004,80.300003,80.900002,337600,80.79737
2005-12-30,80.940002,80.940002,79.650002,80.25,286300,80.148193
2006-01-03,80.75,82.43,79.580002,82.43,704300,82.325428
2006-01-04,82.43,83.260002,82.290001,83.0,455300,82.894704
2006-01-05,83.110001,83.110001,81.620003,82.379997,287800,82.275488
2006-01-06,82.779999,83.910004,82.779999,83.620003,414200,83.51392
2006-01-09,83.5,85.459999,83.5,85.150002,379800,85.041978
